Wort;Positive;Negative;Zorn;Erwartung;Ekel;Furcht;Freude;Traurigkeit;Überraschung;Vertrauen
Linderung;1;0;0;0;0;0;0;0;0;0
lingen;1;0;0;0;0;0;0;0;0;0
Linguist;1;0;0;0;0;0;0;0;0;1
Linie;0;0;0;0;0;1;0;0;0;0
listen;0;1;0;0;0;0;0;0;0;0
livid;0;1;1;0;1;0;0;0;0;0
Livid;0;1;1;0;1;0;0;0;0;0
Lizenzgebühr;1;0;0;0;0;0;0;0;0;0
Lkw;0;0;0;0;0;0;0;0;0;1
Lob;1;0;0;0;0;0;0;0;0;0
Lobbyist;0;1;0;0;0;0;0;0;0;0
loben;1;0;0;0;0;0;1;0;0;1
lobenswert;1;0;0;1;0;0;1;0;1;1
locken;1;1;0;1;0;0;1;0;1;0
locker;1;0;0;0;0;0;0;0;0;1
logisch;1;0;0;0;0;0;0;0;0;0
Lohn;1;0;0;0;0;0;1;0;0;0
lohnen;1;0;0;0;0;0;0;0;0;0
lohnend;1;0;0;0;0;0;0;0;0;0
Lokal;1;0;0;0;0;0;0;0;0;0
lokalisieren;0;0;0;1;0;0;0;0;0;0
Lokus;0;1;0;0;1;0;0;0;0;0
Lorbeer;1;0;0;0;0;0;1;0;0;0
Lordschaft;1;0;0;0;0;0;0;0;0;0
Löschen;0;1;1;0;0;1;0;1;0;0
löschen;0;1;1;0;0;1;0;0;0;0
Lösegeld;0;1;1;0;0;1;0;0;0;0
lösen;1;1;0;0;0;0;1;0;0;0
Lösung;1;0;0;0;0;0;0;0;0;0
Lot;1;1;0;0;0;1;0;0;0;0
Lotterie;0;0;0;1;0;0;0;0;0;0
Löwe;1;0;0;0;0;1;0;0;0;0
Loyalität;1;0;0;0;0;0;0;0;0;1
lückenhaft;0;1;0;0;0;0;0;0;0;0
Luft;1;0;0;0;0;0;0;0;0;0
lüften;0;1;0;0;1;0;0;0;0;0
Lüge;0;1;1;0;1;0;0;1;0;1
Lügner;0;1;0;0;1;0;0;0;0;0
lukrativ;1;0;0;0;0;0;0;0;0;0
lumbering;0;1;0;0;0;0;0;0;0;0
lümmeln;0;1;0;0;0;0;0;0;0;0
Lump;0;1;0;0;1;0;0;0;0;0
Lungenentzündung;0;1;0;0;0;1;0;0;0;0
Lust;0;1;0;1;0;0;0;0;0;0
Lüster;1;0;0;0;0;0;1;0;0;0
lüstern;0;1;0;0;1;0;0;0;0;0
Lüstern;0;1;0;0;1;0;0;0;0;0
lustig;1;0;0;0;0;0;1;0;0;0
lustlos;0;1;0;0;0;0;0;1;0;0
lustvoll;1;0;0;1;1;0;1;0;0;0
luxuriös;1;0;0;0;0;0;1;0;0;0
Luxus;1;0;0;0;0;0;1;0;0;0
lynchen;0;1;1;0;1;1;0;1;0;0
lyrisch;1;0;0;0;0;0;1;0;0;0
Macher;1;0;0;0;0;0;0;0;0;0
Macht;0;1;1;0;0;1;0;0;0;0
mächtig;1;0;1;1;1;1;1;0;0;1
machtlos;0;1;1;0;1;1;0;1;0;0
Mädchen;1;0;0;0;0;0;0;0;0;0
made;0;1;0;0;1;0;0;0;0;0
Mafia;0;1;0;0;0;1;0;0;0;0
Magier;1;0;0;1;0;1;0;0;1;0
magisch;1;0;0;1;0;0;1;0;1;0
Magnet;1;0;0;0;0;0;0;0;0;1
Magnetismu;1;0;0;0;0;0;0;0;0;0
Magnetit;1;0;0;0;0;0;0;0;0;0
Mahle;0;1;0;0;0;0;0;0;0;0
Mahlgut;1;0;0;0;0;0;0;0;0;0
mahnen;0;1;0;0;0;0;0;0;0;0
Main;1;0;0;0;0;0;0;0;0;0
Majestät;1;0;0;0;0;0;0;0;0;1
majestätisch;1;0;0;1;0;0;1;0;1;1
Makel;0;1;1;0;1;1;0;1;0;0
makellos;1;0;0;0;0;0;1;0;0;1
mäkelnd;0;1;1;0;0;1;0;1;0;0
Malaria;0;1;0;0;1;1;0;1;0;0
malerisch;1;0;0;0;0;0;1;0;0;0
malign;0;1;1;0;0;1;0;0;0;0
Malignität;0;1;0;0;0;1;0;1;0;0
mama;0;1;0;0;0;1;0;0;0;0
Mama;0;1;0;0;0;1;0;0;0;0
Mamma;0;0;0;0;0;0;0;0;0;1
Management;1;0;0;0;0;0;0;0;0;1
Mandarin;1;0;0;0;0;0;0;0;0;1
Mangel;0;1;1;0;1;1;0;1;0;0
mangelhaft;0;1;0;0;0;0;0;0;0;0
Manie;0;1;0;0;0;0;0;0;0;0
Manier;1;0;0;0;0;0;0;0;0;0
manieriert;1;0;0;0;0;0;0;0;0;0
Manifestation;0;0;0;0;0;1;0;0;0;0
manifestieren;1;0;0;0;0;0;0;0;0;0
Manipulation;0;1;1;0;0;1;0;0;0;0
manipulieren;0;1;0;0;0;0;0;0;0;0
Mann;1;0;0;0;0;0;0;0;0;0
männlich;1;0;0;0;0;0;0;0;0;0
Männlichkeit;1;0;0;0;0;0;0;0;0;0
Mannschaft;0;0;0;0;0;0;0;0;0;1
Marine;0;0;0;0;0;0;0;0;0;1
Mark;1;0;0;0;0;0;1;0;0;1
markant;1;0;0;0;0;0;0;0;0;0
markieren;1;0;0;0;0;0;0;0;0;0
marktfähig;1;0;0;0;0;0;0;0;0;0
Marmelade;1;0;0;0;0;0;0;0;0;0
Marquis;1;0;0;0;0;0;0;0;0;0
Marschall;1;0;0;0;0;0;0;0;0;1
Martingal;0;1;0;0;0;0;0;0;0;0
Märtyrer;0;1;0;0;0;1;0;1;0;0
Martyrium;0;1;0;0;0;1;0;1;0;0
März;1;0;0;0;0;0;0;0;0;0
Maschine;0;0;0;0;0;0;0;0;0;1
Masern;0;1;0;0;1;1;0;1;0;0
Masochismu;0;1;1;0;1;1;0;0;0;0
masochistisch;0;1;1;0;1;1;0;0;0;0
Massage;1;0;0;0;0;0;1;0;0;0
Massaker;0;1;1;0;1;1;0;1;0;0
maßgeblich;1;0;0;0;0;0;0;0;0;1
mäßig;1;0;0;0;0;0;0;0;0;0
Mäßigkeit;1;0;0;0;0;0;0;0;0;0
maßlos;0;1;0;0;0;0;0;0;0;0
Materialismus;0;1;0;0;0;0;0;0;0;0
Materialist;0;1;0;0;1;0;0;0;0;0
mathematisch;0;0;0;0;0;0;0;0;0;1
Matrone;1;0;0;0;0;0;0;0;0;1
Matsch;0;1;0;0;1;0;0;0;1;0
matt;0;1;0;0;0;0;0;0;0;0
mau;0;1;0;0;0;0;0;0;0;0
Maultier;0;1;1;0;0;0;0;0;0;1
Mausoleum;0;0;0;0;0;0;0;1;0;0
maximal;1;0;0;0;0;0;0;0;0;0
Maxime;0;0;0;0;0;0;0;0;0;1
Medaille;1;0;0;1;0;0;1;0;1;1
meditativ;1;0;0;1;0;0;1;0;0;0
meditieren;1;0;0;1;0;0;1;0;0;1
medizinisch;1;0;0;1;0;1;0;0;0;1
Medley;1;0;0;0;0;0;0;0;0;0
Meer;1;0;0;0;0;0;0;0;0;0
Meerenge;0;1;0;0;0;1;0;0;0;0
Mehltau;0;1;0;0;1;0;0;0;0;0
mehrdeutig;0;1;0;0;0;0;0;0;0;0
Mehrheit;1;0;0;0;0;0;1;0;0;1
meiden;0;1;1;0;1;0;0;1;0;0
Meineid;0;1;0;0;0;1;0;0;1;0
Meise;0;1;0;0;0;0;0;0;0;0
meißeln;1;0;0;0;0;0;0;0;0;0
Meister;1;0;0;0;0;0;0;0;0;0
Meisterschaft;1;0;1;0;0;0;1;0;0;1
Meisterstück;1;0;0;0;0;0;1;0;0;0
Melancholie;0;1;0;0;0;0;0;1;0;0
melancholisch;0;1;0;0;0;0;0;1;0;0
Melodram;0;1;1;0;0;0;0;1;0;0
menschenunwürdig;0;1;0;0;0;0;0;0;0;0
Menschheit;1;0;0;0;0;0;1;0;0;1
menschlich;1;0;0;0;0;0;0;0;0;0
Menses;1;0;0;0;0;0;0;0;0;0
Mentor;1;0;0;0;0;0;0;0;0;1
Messe;1;0;0;0;0;0;0;0;0;0
messen;1;0;0;0;0;0;0;0;0;1
Metastasierung;0;1;0;0;0;0;0;0;0;0
Methanol;0;1;0;0;0;0;0;0;0;0
Metropolitan;1;0;0;0;0;0;0;0;0;0
Metzger;0;1;1;0;1;1;0;0;0;0
Meuterei;0;1;1;0;1;1;0;0;1;0
mies;0;1;0;0;0;0;0;0;0;0
mieten;1;0;0;1;0;0;1;0;0;1
Mieter;1;0;0;0;0;0;0;0;0;0
Mietshaus;0;1;0;0;0;0;0;0;0;0
Mietvertrag;1;0;0;0;0;0;0;0;0;0
Mikroskop;0;0;0;0;0;0;0;0;0;1
Mikroskopie;1;0;0;0;0;0;0;0;0;0
Milbe;0;1;0;0;1;0;0;0;0;0
mild;1;0;0;0;0;0;0;0;0;0
Militär;0;0;0;0;0;1;0;0;0;0
Miliz;0;1;1;0;0;1;0;1;0;0
Milzbrand;0;1;0;0;1;1;0;1;0;0
mimen;1;0;0;0;0;0;0;0;0;0
Mimikry;0;1;0;0;0;0;0;0;1;0
Minderheit;0;1;0;0;0;0;0;0;0;0
minderwertig;0;1;0;0;0;0;0;1;0;0
Minderwertigkeit;0;1;0;0;0;0;0;0;0;0
Mineralbad;1;0;0;1;0;0;1;0;1;1
minimieren;0;1;0;0;0;0;0;0;0;0
Minimum;0;1;0;0;0;0;0;0;0;0
Ministerium;1;0;0;0;0;0;1;0;0;1
miserabel;0;1;0;0;0;0;0;1;0;0
missachten;0;1;0;0;1;0;0;0;0;0
Missbildung;0;1;0;0;0;0;0;0;0;0
missbilligen;0;1;1;0;1;1;0;1;0;0
missbilligend;0;1;1;0;1;0;0;1;0;0
Missbilligung;0;1;0;0;0;0;0;1;0;0
Missbrauch;0;1;1;0;1;1;0;1;0;0
missfallen;0;1;1;0;0;0;0;1;0;0
missgelaunt;0;1;0;0;0;0;0;0;0;0
Missgeschick;0;1;0;0;1;1;0;1;1;0
Missionar;1;0;0;0;0;0;0;0;0;0
missmutig;0;1;0;0;0;1;0;0;0;0
mißmutig;0;1;0;0;0;0;0;0;0;0
Misstrauen;0;1;1;0;1;1;0;0;0;0
misstrauisch;0;0;0;0;0;0;0;0;1;0
Missverständnis;0;1;1;0;1;1;0;1;0;0
missverstehen;0;1;0;0;0;0;0;0;0;0
Misswirtschaft;0;1;0;0;0;0;0;0;0;0
Mist;0;1;0;0;1;0;0;0;0;0
Mitarbeiter;0;0;0;0;0;0;0;0;0;1
miteinander;1;0;0;0;0;0;0;0;0;0
mitfühlend;1;0;0;0;0;0;0;0;0;0
Mitgefühl;0;0;0;0;0;0;0;1;0;0
Mitleid;0;0;0;0;0;0;0;1;0;0
Mittäterschaft;1;1;0;0;0;0;0;0;0;0
mittellos;0;1;0;0;0;1;0;1;0;0
mittelmäßig;0;1;0;0;0;0;0;0;0;0
Mittelmäßigkeit;0;1;0;0;0;0;0;0;0;0
Mittelmeer;1;0;0;0;0;0;0;0;0;0
Mitwirkende;1;0;0;0;0;0;0;0;0;1
Mob;0;1;1;0;0;1;0;0;0;0
Mobiltelefon;0;0;0;1;0;0;0;0;0;0
Modell;1;0;0;0;0;0;0;0;0;0
Moderator;1;0;0;0;0;0;0;0;0;1
modern;1;0;0;0;0;0;0;0;0;0
modisch;1;0;0;0;0;0;0;0;0;0
mögen;1;0;0;0;0;0;0;0;0;0
Möglichkeit;1;0;0;1;0;0;0;0;0;0
Mönch;1;0;0;0;0;0;0;0;0;1
Monogamie;0;0;0;0;0;0;0;0;0;1
Monopolist;0;1;0;0;0;0;0;0;0;0
Monster;0;1;0;0;0;1;0;0;0;0
Monsun;0;1;0;0;0;0;0;1;0;0
Monument;1;0;0;0;0;0;0;0;0;0
Moor;0;1;0;0;1;0;0;0;0;0
Moral;1;0;1;1;1;0;1;0;1;1
morbide;0;1;0;0;0;0;0;1;0;0
Morbidität;0;1;1;0;1;1;0;1;0;0
Mord;0;1;1;0;1;1;0;1;1;0
Morddrohung;0;1;1;0;1;1;0;1;1;0
Mörder;0;1;1;0;1;1;0;1;0;0
mörderisch;0;1;1;0;1;1;0;1;1;0
Morgen;0;0;0;1;0;0;0;0;0;0
Moribund;0;1;0;0;0;0;0;1;0;0
Mortalität;0;1;1;0;0;1;0;1;0;0
Moschee;0;0;1;0;0;0;0;0;0;0
Moskito;0;1;1;0;1;0;0;0;0;0
Motiv;1;0;0;0;0;0;0;0;0;0
motivieren;1;0;0;0;0;0;0;0;0;0
motivierend;1;0;0;0;0;0;0;0;0;0
Möwe;0;1;0;0;0;0;0;0;0;0
müde;0;1;0;0;0;0;0;1;0;0
Müdigkeit;0;1;0;0;0;0;0;1;0;0
Muff;0;1;1;0;1;0;0;0;0;0
muffig;0;1;0;0;1;0;0;0;0;0
Mühe;0;1;0;0;0;0;0;0;0;0
Mühle;0;0;0;1;0;0;0;0;0;0
Mühsal;0;1;0;0;0;0;0;0;0;0
mühsam;0;1;0;0;0;0;0;0;0;0
Müll;0;1;0;0;1;0;0;1;0;0
Mumps;0;1;0;0;0;0;0;0;0;0
Mund;0;0;0;0;0;0;0;0;1;0
munter;1;0;0;1;0;0;1;0;1;0
murmeln;0;1;1;0;0;0;0;0;0;0
Murren;0;1;1;0;1;0;0;0;0;0
mürrisch;0;1;1;0;1;0;0;1;0;0
Musical;1;0;1;1;0;0;1;1;1;1
Musik;1;0;0;0;0;0;1;1;0;0
Muskete;0;0;0;0;0;1;0;0;0;0
muskulös;1;0;0;0;0;0;0;0;0;0
Mut;1;0;0;0;0;0;0;0;0;0
Mutant;0;1;0;0;0;0;0;0;0;0
mutig;1;0;0;0;0;1;0;0;0;0
Mutlos;0;1;0;0;0;0;0;0;0;0
mutlos;0;1;0;0;0;0;0;0;0;0
Mutter;1;1;0;1;0;0;1;1;0;1
mütterlich;1;1;0;1;0;0;0;0;0;0
Mutterschaft;1;0;0;0;0;0;1;0;0;1
mutwillig;0;1;1;0;0;0;0;1;0;0
Mwst;0;1;0;0;0;0;0;1;0;0
Mystiker;0;0;0;0;0;0;0;0;1;0
Nachahmer;0;1;1;0;1;0;0;0;0;0
Nachahmung;0;1;0;0;0;0;0;0;0;0
Nachbar;1;0;0;1;0;0;0;0;0;1
nachdenklich;1;0;0;0;0;0;0;1;0;1
Nachdenklichkeit;1;0;0;0;0;0;0;0;0;0
nacheifern;1;0;0;0;0;0;0;0;0;0
Nachforschender;1;0;0;0;0;0;0;0;0;0
Nachfrage;0;1;1;0;0;0;0;0;0;0
Nachgeschmack;0;1;0;0;0;0;0;0;0;0
nachlässig;0;1;1;0;1;0;0;1;0;0
Nachlässigkeit;0;1;1;0;1;0;0;0;0;0
Nachprüfung;1;0;0;0;0;0;0;0;0;1
Nachruf;0;1;0;0;0;0;0;1;1;0
Nachsicht;1;0;0;0;0;0;0;0;0;0
nachsichtig;1;0;0;0;0;0;0;0;0;0
Nächstenliebe;1;0;0;0;0;0;1;0;0;0
Nachteil;0;1;0;0;0;0;0;0;0;0
nachteilig;0;1;1;0;1;1;0;1;0;0
nachtragend;0;1;1;0;0;0;0;0;0;0
Nachtwache;0;0;0;1;0;0;0;0;0;0
nachweisbar;1;0;0;0;0;0;0;0;0;0
Nachwirkung;0;1;1;0;1;1;0;1;0;0
Nackenrolle;1;0;0;0;0;0;0;0;0;0
Nadel;1;0;0;0;0;0;0;0;0;0
Nadir;0;1;0;0;0;0;0;0;0;0
nah;1;0;0;0;0;0;0;0;0;0
Nähe;1;0;0;0;0;0;1;0;0;1
Nahkampf;0;1;0;0;0;1;0;0;0;0
nähren;1;0;1;1;0;1;1;0;0;1
nahrhaft;1;0;0;0;0;0;0;1;0;0
Nahrung;1;0;0;0;0;0;0;0;0;0
naiv;0;1;0;0;0;0;0;0;0;0
namenlos;0;1;0;0;1;0;0;0;0;0
Narbe;0;1;1;0;1;1;0;1;0;0
Narr;0;1;0;0;0;0;0;0;0;0
Nase;0;0;0;0;1;0;0;0;0;0
Nation;0;0;0;0;0;0;0;0;0;1
Naturforscher;1;0;0;0;0;0;0;0;0;0
Navigator;0;0;0;1;0;0;0;0;0;1
Nebenfluss;1;0;0;1;0;0;0;0;0;0
Nebengebäude;0;1;0;0;1;0;0;0;0;0
necken;0;1;1;1;0;0;0;1;0;0
Neckerei;0;1;1;0;0;1;0;0;0;0
Negation;0;1;1;0;0;0;0;0;0;0
negativ;0;1;0;0;0;0;0;1;0;0
Negativität;0;1;0;0;0;0;0;0;0;0
Neger;0;1;0;0;0;0;0;1;0;0
Neid;0;1;0;0;0;0;0;0;0;0
neidisch;0;1;0;0;0;0;0;0;0;0
Neigung;0;0;0;0;0;0;0;0;0;1
nein;0;1;0;0;0;0;0;0;0;0
Nein;0;1;0;0;0;0;0;0;0;0
Nektar;1;0;0;0;0;0;0;0;0;0
Nerv;1;1;1;0;1;0;0;0;0;0
Nervenkitzel;1;0;0;1;0;1;1;0;1;0
Nervensäge;0;1;1;0;0;0;0;0;0;0
Nervenzusammenbruch;0;1;0;0;0;0;0;0;0;0
nervig;0;1;1;0;0;0;0;0;0;0
nervös;0;1;0;1;0;1;0;0;0;0
Nervosität;0;0;0;0;0;1;0;0;0;0
Nessel;0;1;1;0;1;0;0;0;0;0
Nest;0;0;0;0;0;0;0;0;0;1
nett;1;0;0;0;0;0;1;0;0;1
Netzwerk;0;0;0;1;0;0;0;0;0;0
Neuauflage;1;0;0;0;0;0;0;0;0;0
Neufassung;1;0;0;0;0;0;0;0;0;0
Neugierde;1;0;0;1;0;0;0;0;1;0
neugierig;1;1;0;1;0;0;0;0;1;0
Neuling;0;0;0;0;0;1;0;0;1;0
Neuralgie;0;1;0;0;0;1;0;1;0;0
Neurose;0;1;0;0;0;1;0;1;0;0
neurotisch;0;1;0;0;1;1;0;0;0;0
neutral;0;0;0;1;0;0;0;0;0;1
neutralisieren;0;1;0;0;0;0;0;0;0;0
Neutralität;0;0;0;0;0;0;0;0;0;1
nichtanwendbar;0;1;0;0;0;0;0;0;0;0
nichtautorisiert;0;1;0;0;0;0;0;0;0;0
nichtbewusst;0;1;0;0;0;0;0;0;0;0
Nichteinhaltung;0;1;1;1;0;1;0;1;0;0
nichteinverstanden;0;1;1;0;0;0;0;1;0;0
nichtentlarvend;0;1;1;0;1;0;0;1;0;0
nichterlaubt;0;1;1;0;1;1;0;1;0;0
nichtfassen;0;1;0;0;0;0;0;0;0;0
nichtfortschrittlich;0;1;0;0;0;0;0;0;0;0
Nichtgebrauch;0;1;0;0;0;0;0;0;0;0
nichtgefallen;0;1;1;0;1;0;0;0;0;0
nichtgenehmigt;0;1;0;0;0;0;0;0;0;0
Nichtigkeit;0;1;0;0;0;0;0;0;0;0
nichtinfiziert;1;0;0;0;0;0;0;0;0;0
nichtlizenziert;0;1;0;0;0;0;0;0;0;0
nichtnachhaltig;0;1;0;0;0;0;0;0;0;0
nichtnett;0;1;1;0;1;1;0;1;0;0
nichtoffenbart;0;0;0;1;0;0;0;0;0;0
nichtrechtfertig;0;1;1;0;1;1;0;0;0;0
nichtreduzierbar;1;0;0;0;0;0;0;0;0;0
nichtreparierbar;0;1;0;0;0;1;0;1;0;0
Nichts;0;1;0;0;0;0;0;1;0;0
nichts;0;1;0;0;0;0;0;1;0;0
Nichtübereinstimmung;0;1;0;0;0;0;0;0;0;0
nichtunterstützt;0;1;0;0;0;0;0;0;0;0
nichtverkaufen;0;1;0;1;0;0;0;0;0;0
Nichtwohl;0;1;0;0;0;0;0;1;0;0
nichtwohl;0;1;0;0;0;0;0;1;0;0
nichtzufrieden;0;1;0;0;1;0;0;1;0;0
nichtzugänglich;0;1;0;0;0;0;0;0;0;0
nichtzustimmen;0;1;1;0;0;0;0;0;0;0
Nickerchen;1;0;0;0;0;0;1;0;0;0
Niederlage;0;1;0;0;0;0;0;0;0;0
niederschlagen;0;1;0;0;0;0;0;0;0;0
niederstechen;0;1;1;0;0;0;0;0;0;0
niederträchtig;0;1;0;0;0;0;0;0;0;0
niedlich;1;0;0;0;0;0;0;0;0;0
niedrig;0;1;0;0;0;0;0;1;0;0
nies;0;1;0;0;1;0;0;0;1;0
Nies;0;1;0;0;1;0;0;0;1;0
Nieten;1;0;0;0;0;0;0;0;0;0
Nigger;0;1;0;0;0;0;0;0;0;0
Nihilismu;0;1;0;0;0;0;0;0;0;0
Nikotin;0;1;0;0;1;0;0;0;0;0
Nische;0;0;0;0;0;1;0;0;0;0
Niveau;1;0;0;0;0;0;0;0;0;1
Nominierung;1;0;0;0;0;0;0;0;0;0
Nonne;1;0;0;0;0;0;0;0;0;1
nörgeln;0;1;0;0;0;0;0;0;0;0
Normalität;1;0;0;0;0;0;0;0;0;0
Not;0;1;1;0;1;1;0;1;1;0
Notar;0;0;0;0;0;0;0;0;0;1
Notfall;0;1;0;0;0;1;0;1;1;0
Notlage;0;1;0;1;1;1;0;1;0;0
notwendig;0;1;0;0;0;0;0;0;0;0
Notwendigkeit;0;0;0;0;0;0;0;1;0;0
Nüchternheit;1;0;0;0;0;0;0;0;0;1
nützlich;1;0;0;0;0;0;0;0;0;0
Nützlichkeit;1;0;0;0;0;0;0;0;0;0
nutzlos;0;1;0;0;0;0;0;0;0;0
Oase;1;0;0;1;0;0;1;0;0;1
obdachlos;0;1;1;1;1;1;0;1;0;0
oben;1;0;0;1;0;0;0;0;0;1
obengenannt;1;0;0;0;0;0;0;0;0;0
oberflächlich;0;1;0;0;0;0;0;0;0;0
Oberflächlichkeit;0;1;0;0;0;0;0;0;0;0
Oberst;1;0;0;0;0;0;0;0;0;1
obstruieren;0;1;0;0;0;0;0;0;0;0
Obstruktion;0;1;0;0;0;0;0;0;0;0
obszön;0;1;0;0;1;0;0;0;0;0
Obszönität;0;1;1;0;1;0;0;0;0;0
öde;0;1;0;0;0;0;0;0;0;0
offen;1;0;0;0;0;0;0;0;0;1
offenbaren;0;0;0;0;0;0;0;0;0;1
Offenheit;1;0;0;0;0;0;0;0;0;1
offenkundig;0;0;0;0;0;1;0;0;0;0
offensichtlich;1;0;0;0;0;0;0;0;0;1
Öffentlichkeit;1;0;0;1;0;0;0;0;0;0
offiziell;0;0;0;0;0;0;0;0;0;1
Offizier;1;0;0;0;0;0;0;0;0;1
Offset;1;0;0;1;0;0;0;0;0;0
Oger;0;1;0;0;1;1;0;0;0;0
Ohnmacht;0;1;0;0;0;1;0;1;1;0
ohnmächtig;0;1;0;0;0;1;0;1;1;0
okkult;0;1;0;0;1;1;0;0;0;0
olfaktorisch;0;1;0;1;0;0;0;0;0;0
Oligarchie;0;1;0;0;0;0;0;0;0;0
Oma;1;0;0;0;0;0;0;0;0;0
Omen;0;1;0;1;0;1;0;0;0;0
ominös;0;1;0;1;0;1;0;0;0;0
Oper;1;1;1;1;0;1;1;1;1;1
Opfer;0;1;1;0;1;1;0;1;0;0
Opiate;0;1;0;0;0;0;0;0;0;0
Opium;0;1;1;0;1;1;0;1;0;0
opportun;1;0;0;0;0;0;1;0;0;0
Opposition;0;1;1;0;0;0;0;0;0;0
optimal;1;0;0;0;0;0;0;0;0;0
Optimismus;1;0;0;1;0;0;1;0;1;1
Optimist;1;0;0;0;0;0;0;0;0;1
optimistisch;1;0;0;0;0;0;0;0;0;1
orakeln;1;0;0;1;0;0;0;0;0;1
Orchester;1;0;1;0;0;0;1;1;0;1
ordentlich;1;0;0;0;0;0;0;0;0;0
Ordination;1;0;0;1;0;0;1;0;0;1
ordinieren;1;0;0;0;0;0;0;0;0;1
ordnungswidrig;0;1;0;0;0;0;0;0;0;0
Organ;0;0;0;1;0;0;1;0;0;0
Organisation;1;0;0;1;0;0;1;0;1;1
organisch;1;0;0;0;0;0;0;0;0;0
organisieren;1;0;0;0;0;0;0;0;0;0
Orgasmu;1;0;0;1;0;0;1;0;0;0
Original;1;0;0;0;0;0;0;0;0;1
Originalität;1;0;0;0;0;0;0;0;1;0
originell;1;0;0;0;0;0;0;0;0;0
Ork;0;1;1;0;1;1;0;0;0;0
Orthodoxie;0;0;0;0;0;0;0;0;0;1
Ostern;1;0;0;1;0;0;1;0;0;0
Ouvertüre;0;0;0;1;0;0;0;0;0;0
Ovation;1;0;0;0;0;0;1;0;1;1
oxidation;0;1;0;0;0;0;0;0;0;0
pad;1;0;0;0;0;0;0;0;0;0
paddeln;1;0;0;1;0;0;0;0;0;0
Pakt;0;0;0;0;0;0;0;0;0;1
palliativ;1;0;0;0;0;0;0;0;0;0
Pandemie;0;1;0;0;0;1;0;1;0;0
Panik;0;1;0;0;0;1;0;0;0;0
panisch;0;1;0;0;0;1;0;0;0;0
Panne;0;1;0;0;0;0;0;0;0;0
Papagei;0;1;0;0;1;0;0;0;0;0
Paprika;1;0;0;0;0;0;0;0;0;0
Papst;1;0;0;0;0;0;0;0;0;1
Parade;1;1;0;1;0;1;1;0;1;0
paradiesisch;1;0;0;1;0;0;1;0;0;1
Paranoia;0;1;0;0;0;1;0;0;0;0
paranoid;0;1;0;0;0;1;0;0;0;0
Paraphrase;1;1;0;0;0;0;0;0;0;0
Parasit;0;1;0;0;1;1;0;0;0;0
Pardon;1;0;0;0;0;0;0;0;0;0
parietal;1;0;0;0;0;0;0;0;0;1
Parlament;0;0;0;0;0;0;0;0;0;1
Parole;0;0;0;1;0;0;0;0;0;0
Partisan;0;1;0;0;0;0;0;0;0;0
Partner;1;0;0;0;0;0;0;0;0;0
Partnerschaft;1;0;0;0;0;0;0;0;0;1
Passagier;0;0;0;1;0;0;0;0;0;0
passen;0;1;1;0;0;0;0;0;0;0
passend;1;0;0;1;0;0;1;0;0;1
passiv;0;1;0;0;0;0;0;0;0;0
Passivität;0;1;0;0;0;0;0;0;0;0
Pastor;1;0;0;0;0;0;1;0;0;1
Patch;0;1;0;0;0;0;0;0;0;0
Patent;1;0;0;0;0;0;0;0;0;0
Patriarchalisch;1;0;0;0;0;0;0;0;0;1
Patron;1;0;0;0;0;0;0;0;0;1
Patrone;0;0;0;0;0;1;0;0;0;0
patrouillieren;0;0;0;0;0;0;0;0;0;1
Patt;0;0;1;0;1;0;0;0;0;0
Pause;0;0;0;1;0;0;0;0;0;0
Pavia;0;1;0;0;1;0;0;0;0;0
Pazifik;1;0;0;0;0;0;0;0;0;0
Pech;0;1;0;0;0;0;0;0;0;0
Pein;0;1;1;0;0;1;0;1;0;0
peinlich;0;1;0;0;0;0;0;0;0;0
Peitsche;0;1;1;0;0;1;0;0;0;0
pendeln;1;0;0;0;0;0;0;0;0;0
Penetration;0;1;1;0;0;1;0;0;0;0
Penner;0;1;0;0;0;0;0;1;0;0
Pensionierung;1;1;0;1;0;1;1;1;0;1
perfekt;1;0;0;1;0;0;1;0;0;1
Perfektion;1;0;0;1;0;0;1;0;1;1
Peri;0;0;0;0;0;0;0;0;1;0
Periodizität;0;0;0;0;0;0;0;0;0;1
Perplex;0;1;0;0;0;0;0;0;0;0
persistent;1;0;0;0;0;0;0;0;0;0
persönlich;0;0;0;0;0;0;0;0;0;1
pervers;0;1;1;0;1;1;0;0;0;0
Perversion;0;1;1;0;1;0;0;1;0;0
pervertieren;0;1;0;0;1;0;0;0;0;0
Pessimismus;0;1;1;0;0;1;0;1;0;0
Pessimist;0;1;0;0;0;1;0;1;0;0
pessimistisch;0;1;0;0;0;1;0;1;0;0
Pest;0;1;1;0;1;1;0;1;0;0
petroleum;1;1;0;0;1;0;0;0;0;0
pfähle;0;1;0;0;1;0;0;0;0;0
Pfand;0;1;0;0;0;0;0;0;0;1
Pfarrer;1;0;0;0;0;0;0;0;0;1
Pfau;1;0;0;0;0;0;0;0;0;0
Pfeil;0;0;0;0;0;1;0;0;0;0
Pferd;0;0;0;0;0;0;0;0;0;1
pflastern;0;0;0;0;0;0;0;0;0;1
Pflaume;1;0;0;0;0;0;0;0;0;0
pflegen;1;0;0;1;0;0;0;0;0;1
Pflicht;0;1;0;0;0;0;0;0;0;0
pflichtbewusst;1;0;0;1;0;0;0;0;0;1
Pforte;1;0;0;0;0;0;0;0;0;0
