Wort;Positive;Negative;Zorn;Erwartung;Ekel;Furcht;Freude;Traurigkeit;Überraschung;Vertrauen
Kredit;1;0;0;0;0;0;0;0;0;1
Kreuz;0;1;1;0;0;1;0;1;0;0
Kreuzigung;0;1;1;0;1;1;0;1;0;0
Kreuzzug;0;1;1;0;0;1;0;0;0;0
Krieg;0;1;1;0;0;1;0;1;0;0
Krieger;1;0;1;0;0;1;0;0;0;0
Kriminalität;0;1;1;0;1;1;0;0;0;0
Kriminelle;0;1;1;0;1;1;0;0;0;0
Kritik;0;1;1;0;0;0;0;1;0;0
Krokodil;0;0;0;0;0;1;0;0;0;0
Krypta;0;1;0;0;0;1;0;1;0;0
Krönung;1;0;0;1;0;0;1;0;1;1
Kröte;0;1;0;0;1;0;0;0;0;0
Krüppel;0;1;0;0;0;1;0;1;0;0
Kult;0;1;0;0;0;1;0;0;0;0
Kumpel;1;0;0;1;0;0;1;0;0;1
Kunst;1;0;0;1;0;0;1;1;1;0
Kurier;0;0;0;0;0;0;0;0;0;1
Kuriosität;0;1;0;0;1;0;0;1;1;0
Kurzsichtigkeit;0;1;1;0;0;0;0;1;0;0
Kuss;1;0;0;1;0;0;1;0;1;0
Käfig;0;1;0;0;0;0;0;1;0;0
Kälte;0;1;1;0;1;1;0;1;0;0
Kämpfer;0;1;1;0;0;1;0;0;0;0
Kätzchen;1;0;0;0;0;0;1;0;0;1
Köcher;0;1;0;0;0;1;0;0;0;0
Köder;0;1;0;0;0;1;0;0;1;1
LKW;0;0;0;0;0;0;0;0;0;1
Labyrinth;0;1;0;1;0;0;0;0;0;0
Lachen;1;0;0;1;0;0;1;0;1;0
Ladenbesitzer;0;0;0;0;0;0;0;0;0;1
Ladendiebstahl;0;1;1;0;1;0;0;0;0;0
Lametta;1;0;0;0;0;0;1;0;0;0
Lamm;1;0;0;0;0;0;1;0;0;1
Landsmann;0;0;0;0;0;0;0;0;0;1
Langeweile;0;1;0;0;0;0;0;1;0;0
Laser-;1;0;0;0;0;0;0;0;0;1
Latrinen;0;1;0;0;1;0;0;0;0;0
Laufband;0;0;0;1;0;0;0;0;0;0
Laune;0;1;0;1;0;0;1;0;1;0
Laus;0;1;0;0;1;0;0;0;0;0
Lautstärke;0;1;1;0;0;0;0;0;0;0
Lava;0;1;1;0;0;1;0;0;0;0
Lawine;0;1;0;0;0;1;0;1;1;0
Lebensmittel;1;0;0;0;0;0;1;0;0;1
Lebewesen;0;0;0;0;1;0;0;0;0;0
Leere;0;0;0;0;0;0;0;1;0;0
Legislative;0;0;0;0;0;0;0;0;0;1
Legitimität;0;0;0;0;0;0;0;0;0;1
Lehre;0;0;0;0;0;0;0;0;0;1
Lehrer;1;0;0;1;0;0;0;0;0;1
Lehrling;0;0;0;0;0;0;0;0;0;1
Leibwächter;1;0;0;0;0;0;0;0;0;1
Leiche;0;1;0;0;1;1;0;1;1;0
Leichenhalle;0;1;0;0;0;1;0;1;0;0
Leichenschauhaus;0;1;0;0;1;1;0;1;0;0
Leichentuch;0;0;0;0;0;0;0;1;0;0
Leichenwagen;0;1;0;0;0;1;0;1;0;0
Leichtsinn;0;1;1;0;1;1;0;0;1;0
Leiden;0;1;0;0;1;1;0;1;0;0
Leidende;0;1;0;0;0;1;0;1;0;0
Leidenschaft;1;0;0;1;0;0;1;0;0;1
Leier;1;0;0;0;0;0;1;0;0;0
Leistung;1;0;0;1;0;0;1;0;1;1
Lektion;1;0;0;1;0;0;0;0;0;1
Lepra;0;1;0;0;1;1;0;1;0;0
Lethargie;0;1;0;0;0;0;0;1;0;0
Letztendlich;0;0;0;1;0;0;0;1;0;0
Leukämie;0;1;1;0;0;1;0;1;0;0
Leutnant;0;0;0;0;0;0;0;0;0;1
Lewd;0;1;0;0;1;0;0;0;0;0
Liebe;1;0;0;0;0;0;1;0;0;0
Liebhaber;1;0;0;1;0;0;1;0;0;1
Liebling;1;0;0;0;0;0;1;0;0;1
Liedchen;1;0;0;0;0;0;1;0;0;0
Lieferung;1;0;0;1;0;0;0;0;0;0
Liegeplätze;0;0;0;0;0;0;0;0;0;1
Linguist;1;0;0;0;0;0;0;0;0;1
Linien;0;0;0;0;0;1;0;0;0;0
Lohn;1;0;0;0;0;0;1;0;0;0
Loon;0;1;0;0;1;0;0;0;0;0
Lorbeer;1;0;0;0;0;0;1;0;0;0
Lot;0;1;0;0;0;1;0;0;0;0
Lotterie;0;0;0;1;0;0;0;0;0;0
Loyalität;1;0;0;0;0;0;0;0;0;1
Lumpen;0;1;0;0;1;0;0;0;0;0
Lungenentzündung;0;1;0;0;0;1;0;0;0;0
Lust;0;1;0;1;0;0;0;0;0;0
Luxus;1;0;0;0;0;0;1;0;0;0
Lächeln;1;0;0;0;0;0;1;0;1;1
Lähmung;0;1;1;1;1;1;0;1;0;0
Löschen;0;1;1;0;0;1;0;1;0;0
Lösegeld;0;1;1;0;0;1;0;0;0;0
Löwe;1;0;0;0;0;1;0;0;0;0
Lüge;0;1;1;0;1;0;0;1;0;1
Lügner;0;1;0;0;1;0;0;0;0;0
Lüster;1;0;0;0;0;0;1;0;0;0
Macht;0;1;1;0;0;1;0;0;0;0
Made;0;1;0;0;1;0;0;0;0;0
Mafia;0;1;0;0;0;1;0;0;0;0
Magier;1;0;0;1;0;1;0;0;1;0
Magnet;1;0;0;0;0;0;0;0;0;1
Majestät;1;0;0;0;0;0;0;0;0;1
Makel;0;1;1;0;1;1;0;1;0;0
Malaria;0;1;0;0;1;1;0;1;0;0
Malignität;0;1;0;0;0;1;0;1;0;0
Mama;0;1;0;0;0;1;0;0;0;0
Mamma;1;0;0;0;0;0;1;0;1;1
Management;1;0;0;0;0;0;0;0;0;1
Mandamus;0;1;0;0;0;1;0;0;0;0
Mandarin;1;0;0;0;0;0;0;0;0;1
Mangel;0;1;1;0;1;1;0;1;0;0
Manifestation;0;0;0;0;0;1;0;0;0;0
Manipulation;0;1;1;0;0;1;0;0;0;0
Mannschaft;0;0;0;0;0;0;0;0;0;1
Marine;0;0;0;0;0;0;0;0;0;1
Mark;1;0;0;0;0;0;1;0;0;1
Marschall;1;0;0;0;0;0;0;0;0;1
Martyrium;0;1;0;0;0;1;0;1;0;0
Maschine;0;0;0;0;0;0;0;0;0;1
Masern;0;1;0;0;1;1;0;1;0;0
Masochismus;0;1;1;0;1;1;0;0;0;0
Massage;1;0;0;0;0;0;1;0;0;0
Massaker;0;1;1;0;1;1;0;1;0;0
Materialist;0;1;0;0;1;0;0;0;0;0
Matrone;1;0;0;0;0;0;0;0;0;1
Matsch;0;1;0;0;1;0;0;0;1;0
Maultier;0;1;1;0;0;0;0;0;0;1
Mausoleum;0;0;0;0;0;0;0;1;0;0
Maxime;0;0;0;0;0;0;0;0;0;1
Medaille;1;0;0;1;0;0;1;0;1;1
Meerenge;0;1;0;0;0;1;0;0;0;0
Mehltau;0;1;0;0;1;0;0;0;0;0
Mehrheit;1;0;0;0;0;0;1;0;0;1
Meineid;0;1;0;0;0;1;0;0;1;0
Meisterschaft;1;0;1;0;0;0;1;0;0;1
Meisterstück;1;0;0;0;0;0;1;0;0;0
Melancholie;0;1;0;0;0;0;0;1;0;0
Melodrama;0;1;1;0;0;0;0;1;0;0
Menschheit;1;0;0;0;0;0;1;0;0;1
Mentor;1;0;0;0;0;0;0;0;0;1
Metzger;0;1;1;0;1;1;0;0;0;0
Meuterei;0;1;1;0;1;1;0;0;1;0
Mikroskop;0;0;0;0;0;0;0;0;0;1
Milbe;0;1;0;0;1;0;0;0;0;0
Militär;0;0;0;0;0;1;0;0;0;0
Miliz;0;1;1;0;0;1;0;1;0;0
Milzbrand;0;1;0;0;1;1;0;1;0;0
Mimikry;0;1;0;0;0;0;0;0;1;0
Ministerium;1;0;0;0;0;0;1;0;0;1
Missbilligung;0;1;0;0;0;0;0;1;0;0
Missbrauch;0;1;1;0;1;1;0;1;0;0
Missgeschick;0;1;0;0;1;1;0;1;1;0
Misstrauen;0;1;1;0;1;1;0;0;0;0
Missverständnis;0;1;1;0;1;1;0;1;0;0
Mist;0;1;0;0;1;0;0;0;0;0
Mitarbeiter;0;0;0;0;0;0;0;0;0;1
Mitwirkende;1;0;0;0;0;0;0;0;0;1
Mob;0;1;1;0;0;1;0;0;0;0
Monogamie;0;0;0;0;0;0;0;0;0;1
Monsun;0;1;0;0;0;0;0;1;0;0
Moor;0;1;0;0;1;1;0;1;0;0
Moral;1;0;1;1;1;0;1;0;1;1
Morbidität;0;1;1;0;1;1;0;1;0;0
Mord;0;1;1;0;1;1;0;1;1;0
Morgen;0;0;0;1;0;0;0;0;0;0
Mortalität;0;1;1;0;0;1;0;1;0;0
Moschee;0;0;1;0;0;0;0;0;0;0
Moskito;0;1;1;0;1;0;0;0;0;0
Muff;0;1;1;0;1;0;0;0;0;0
Mund;0;0;0;0;0;0;0;0;1;0
Musical;1;0;1;1;0;0;1;1;1;1
Musik-;1;0;0;0;0;0;1;1;0;0
Muskete;0;0;0;0;0;1;0;0;0;0
Mutter;1;1;0;1;0;0;1;1;0;1
Mutterschaft;1;0;0;0;0;0;1;0;0;1
MwSt;0;1;0;0;0;0;0;1;0;0
Mystiker;0;0;0;0;0;0;0;0;1;0
Märtyrer;0;1;0;0;0;1;0;1;0;0
Möglichkeit;0;0;0;1;0;0;0;0;0;0
Mönch;1;0;0;0;0;0;0;0;0;1
Mörder;0;1;1;0;1;1;0;1;0;0
Müdigkeit;0;1;0;0;0;0;0;1;0;0
Mühle;0;0;0;1;0;0;0;0;0;0
Müll;0;1;0;0;1;0;0;1;0;0
Nachahmer;0;1;1;0;1;0;0;0;0;0
Nachbar;1;0;0;1;0;0;0;0;0;1
Nachfrage;0;1;1;0;0;0;0;0;0;0
Nachlässigkeit;0;1;1;0;1;0;0;0;0;0
Nachruf;0;1;0;0;0;0;0;1;0;0
Nachtwache;0;0;0;1;0;0;0;0;0;0
Nachwirkungen;0;1;1;0;1;1;0;1;0;0
Nahkampf;0;1;0;0;0;1;0;0;0;0
Narbe;0;1;1;0;1;1;0;1;0;0
Nase;0;0;0;0;1;0;0;0;0;0
Navigator;0;0;0;1;0;0;0;0;0;1
Nebenfluss;1;0;0;1;0;0;0;0;0;0
Nebengebäude;0;1;0;0;1;0;0;0;0;0
Neckerei;0;1;1;0;0;1;0;0;0;0
Negation;0;1;1;0;0;0;0;0;0;0
Negativ;0;1;0;0;0;0;0;1;0;0
Neger;0;1;0;0;0;0;0;1;0;0
Neigung;0;0;0;0;0;0;0;0;0;1
Nerven;0;1;1;0;1;0;0;0;0;0
Nervenkitzel;1;0;0;1;0;1;1;0;1;0
Nervosität;0;0;0;0;0;1;0;0;0;0
Nessel;0;1;1;0;1;0;0;0;0;0
Nest;0;0;0;0;0;0;0;0;0;1
Netzwerk;0;0;0;1;0;0;0;0;0;0
Neugierde;1;0;0;1;0;0;0;0;1;0
Neuling;0;0;0;0;0;1;0;0;1;0
Neuralgie;0;1;0;0;0;1;0;1;0;0
Neurose;0;1;0;0;0;1;0;1;0;0
Neutralität;0;0;0;0;0;0;0;0;0;1
Nichts;0;1;0;0;0;0;0;1;0;0
Nickerchen;1;0;0;0;0;0;1;0;0;0
Nikotin;0;1;0;0;1;0;0;0;0;0
Niveau;1;0;0;0;0;0;0;0;0;1
Notar;0;0;0;0;0;0;0;0;0;1
Notfall;0;1;1;0;1;1;0;1;1;0
Notlage;0;1;0;1;1;1;0;1;0;0
Notwendigkeit;0;0;0;0;0;0;0;1;0;0
Nächstenliebe;1;0;0;0;0;0;1;0;0;0
Nähe;1;0;0;0;0;0;1;0;0;1
Nötigung;0;1;1;0;1;1;0;1;0;0
Nüchternheit;1;0;0;0;0;0;0;0;0;1
Oase;1;0;0;1;0;0;1;0;0;1
Oberst;1;0;0;0;0;0;0;0;0;1
Obi;0;1;0;0;1;1;0;0;0;0
Obszönität;0;1;1;0;1;0;0;0;0;0
Ofen;0;0;1;0;0;0;0;0;0;0
Offenheit;1;0;0;0;0;0;0;0;0;1
Offizier;1;0;0;0;0;0;0;0;0;1
Offset;1;0;0;1;0;0;0;0;0;0
Oger;0;1;0;0;1;1;0;0;0;0
Ohnmacht;0;1;0;0;0;1;0;1;1;0
Okkulte;0;1;0;0;1;1;0;0;0;0
Omen;0;1;0;1;0;1;0;0;0;0
Oper;1;0;1;1;0;1;1;1;1;1
Opfer;0;1;1;0;1;1;0;1;0;0
Opium;0;1;1;0;1;1;0;1;0;0
Opposition;0;1;1;0;0;0;0;0;0;0
Optimismus;1;0;0;1;0;0;1;0;1;1
Optimist;1;0;0;0;0;0;0;0;0;1
Orakel;1;0;0;1;0;0;0;0;0;1
Orchester;1;0;1;0;0;0;1;1;0;1
Ordination;1;0;0;1;0;0;1;0;0;1
Organ;0;0;0;1;0;0;1;0;0;0
Organisation;1;0;0;1;0;0;1;0;1;1
Orgasmus;1;0;0;1;0;0;1;0;0;0
Original;1;0;0;0;0;0;0;0;0;1
Originalität;1;0;0;0;0;0;0;0;1;0
Ork;0;1;1;0;1;1;0;0;0;0
Orthodoxie;0;0;0;0;0;0;0;0;0;1
Ouvertüre;0;0;0;1;0;0;0;0;0;0
Ovation;0;1;0;0;0;0;0;1;0;0
Paddel;1;0;0;1;0;0;0;0;0;0
Pakt;0;0;0;0;0;0;0;0;0;1
Pandemie;0;1;0;0;0;1;0;1;0;0
Panik;0;1;0;0;0;1;0;0;0;0
Papagei;0;1;0;0;1;0;0;0;0;0
Papst;0;0;0;0;0;0;0;0;0;1
Parade;1;1;0;1;0;1;1;0;1;0
Paranoia;0;1;0;0;0;1;0;0;0;0
Parasit;0;1;0;0;1;1;0;0;0;0
Parlament;0;0;0;0;0;0;0;0;0;1
Parole;0;0;0;1;0;0;0;0;0;0
Partnerschaft;1;0;0;0;0;0;0;0;0;1
Passagier;0;0;0;1;0;0;0;0;0;0
Pastor;1;0;0;0;0;0;1;0;0;1
Patriarchalisch;1;0;0;0;0;0;0;0;0;1
Patron;1;0;0;0;0;0;0;0;0;1
Patrone;0;0;0;0;0;1;0;0;0;0
Patt;0;0;1;0;1;0;0;0;0;0
Pauper;0;1;0;0;0;0;0;1;0;0
Pause;0;0;0;1;0;0;0;0;0;0
Pavian;0;1;0;0;1;0;0;0;0;0
Pein;0;1;1;0;0;1;0;1;0;0
Peitsche;0;1;1;0;0;1;0;0;0;0
Penetration;0;1;1;0;0;1;0;0;0;0
Pensionierung;1;1;0;1;0;1;1;1;0;1
Perfektion;1;0;0;1;0;0;1;0;1;1
Periodizität;0;0;0;0;0;0;0;0;0;1
Perversion;0;1;1;0;1;0;0;1;0;0
Pessimismus;0;1;1;0;0;1;0;1;0;0
Pessimist;0;1;0;0;0;1;0;1;0;0
Pest;0;1;1;0;1;1;0;1;0;0
Petroleum;1;1;0;0;1;0;0;0;0;0
Pfand;0;1;0;0;0;0;0;0;0;1
Pfarrer;1;0;0;0;0;0;0;0;0;1
Pfeil;0;0;0;0;0;1;0;0;0;0
Pferd;0;0;0;0;0;0;0;0;0;1
Pflaster;0;0;0;0;0;0;0;0;0;1
Pfund;0;1;1;0;0;0;0;0;0;0
Pfähle;0;1;0;0;1;0;0;0;0;0
Phalanx;0;0;0;0;0;1;0;0;0;1
Phantom;0;1;0;0;0;1;0;0;0;0
Philanthrop;1;0;0;0;0;0;0;0;0;1
Philosoph;1;0;0;0;0;0;0;0;0;1
Physiker;0;0;0;0;0;0;0;0;0;1
Pickel;0;1;0;0;1;0;0;0;0;0
Picknick;1;0;0;1;0;0;1;0;1;1
Pille;1;0;0;0;0;0;0;0;0;1
Pilot;1;0;0;0;0;0;0;0;0;1
Pilz;0;1;0;0;1;0;0;0;0;0
Pique;0;1;1;0;0;0;0;0;0;0
Pirat;0;1;1;0;0;0;0;0;0;0
Plagiat;0;1;0;0;1;0;0;0;0;0
Plakat;0;0;0;0;0;0;0;0;1;0
Planung;1;0;0;1;0;0;0;0;0;1
Platzanweiser;1;0;0;0;0;0;0;0;0;1
Pleite;0;1;0;0;0;1;0;1;0;0
Plunder;0;1;1;0;1;1;0;1;1;0
Plädoyer;0;1;0;1;0;1;0;1;0;0
Polarität;0;0;0;0;0;0;0;0;1;0
Polemik;0;1;1;0;1;0;0;0;0;0
Polio;0;1;0;0;0;1;0;1;0;0
Politik;0;0;1;0;0;0;0;0;0;1
Polizei;1;0;0;0;0;1;0;0;0;1
Polizist;1;0;0;0;0;1;0;0;0;1
Polygamie;0;1;0;0;1;0;0;0;0;0
Pop;0;1;0;0;0;0;0;0;1;0
Porno;0;1;0;0;1;0;0;0;0;0
Pornographie;0;1;0;0;1;0;0;0;0;0
Posse;0;0;0;0;0;1;0;0;0;0
Post;0;0;0;1;0;0;0;0;0;0
Posten;0;0;0;0;0;0;0;0;0;1
Pracht;1;0;0;1;0;0;1;0;1;1
Predigt;1;0;0;0;0;0;0;0;0;1
Preisträger;1;0;0;0;0;0;0;0;0;1
Prellung;0;1;0;1;0;0;0;0;0;0
Prestige;1;0;0;0;0;0;1;0;0;1
Presto;1;0;0;0;0;0;1;0;1;0
Priester;1;0;0;0;0;0;0;0;0;1
Priestertum;1;0;0;1;0;0;1;1;0;1
Probezeit;0;0;0;1;0;1;0;1;0;0
Problem;0;1;0;0;0;1;0;1;0;0
Produktion;1;0;0;1;0;0;0;0;0;0
Profanität;0;1;1;0;0;0;0;0;0;0
Professionel;1;0;0;0;0;0;0;0;0;1
Professur;0;0;0;0;0;0;0;0;0;1
Prognose;0;0;0;1;0;1;0;0;0;1
Progression;1;0;0;1;0;0;1;1;0;1
Projektil;0;0;0;0;0;1;0;0;0;0
Projektile;0;0;0;0;0;1;0;0;0;0
Proktor;1;0;0;0;0;0;0;0;0;1
Prolog;0;0;0;1;0;0;0;0;0;0
Prophet;1;0;0;1;0;0;0;0;0;1
Prophezeiung;0;0;0;1;0;0;0;0;0;0
Prostituierte;0;1;0;0;1;0;0;0;0;0
Prostitution;0;1;0;0;1;0;0;1;0;0
Provokation;0;1;1;0;0;0;0;0;0;0
Prozession;1;0;0;0;0;0;1;1;1;0
Präparation;0;0;0;0;1;0;0;0;0;0
Präsident;1;0;0;0;0;0;0;0;0;1
Prüfliste;1;0;0;0;0;0;0;0;0;1
Prügel;0;1;1;0;0;1;0;1;0;0
Psychose;0;1;1;0;0;1;0;1;0;0
Publikum;0;0;0;1;0;0;0;0;0;0
Puma;0;0;0;0;0;1;0;0;1;0
Punt;0;0;0;1;0;0;0;0;0;0
Puppe;0;0;0;0;0;0;1;0;0;0
Pöbel;0;1;1;0;0;1;0;0;0;0
Quacksalber;0;1;0;0;1;0;0;0;0;0
Qual;0;1;1;0;0;1;0;1;0;0
Quarantäne;0;0;0;0;0;1;0;0;0;0
Quecksilber;0;1;0;0;0;0;0;0;1;0
RAM;0;1;1;1;0;0;0;0;0;0
Rache;0;1;1;1;0;1;0;0;1;0
Radar;0;0;0;0;0;0;0;0;0;1
Radon;0;1;0;0;0;1;0;0;0;0
Rage;0;1;1;0;0;0;0;0;0;0
Rahmen;0;0;0;0;0;0;0;0;0;1
Rakete;0;0;1;0;0;1;0;0;0;0
Rand;0;1;0;1;0;1;0;0;0;0
Ranger;0;0;0;0;0;0;0;0;0;1
Rasierer;0;0;0;0;0;1;0;0;0;0
Rat;1;0;0;1;0;0;0;0;0;1
Ratte;0;1;0;0;1;1;0;0;0;0
Raub;0;1;1;0;1;1;0;1;0;0
Rauschsperre;0;1;1;0;1;0;0;0;0;0
Rave;1;1;1;0;1;0;1;0;1;1
Rebell;0;1;1;0;0;1;0;0;0;0
Rebellion;0;0;1;0;1;1;0;0;0;0
Rechenschaftspflicht;1;0;0;0;0;0;0;0;0;1
Rechnungsprüfer;0;0;0;0;0;0;0;0;0;1
Recht;0;0;0;0;0;0;0;0;0;1
Rechtfertigung;1;0;0;1;0;0;1;0;0;1
Rechtsanwalt;1;0;1;0;0;1;0;0;0;1
Rechtswidrigkeit;0;1;1;0;1;1;0;0;0;0
Redlichkeit;1;0;0;0;0;0;0;0;0;1
Reflex;0;0;0;0;0;0;0;0;1;0
Reflux;0;1;0;0;1;0;0;0;0;0
Regatta;0;0;0;1;0;0;0;0;0;0
Regel;0;0;0;0;0;1;0;0;0;1
Regelmäßigkeit;1;0;0;1;0;0;0;0;0;1
Regent;1;0;0;0;0;0;0;0;0;1
Regierung;0;1;0;0;0;1;0;0;0;0
Regiment;0;0;0;0;0;1;0;0;0;0
Registrierung;0;0;0;0;0;0;0;0;0;1
Rehabilitation;1;0;0;1;0;0;0;0;0;0
Reibung;0;0;1;0;0;0;0;0;0;0
Reichtum;1;0;0;0;0;0;1;0;0;1
Reihe;0;1;1;0;0;0;0;0;0;0
Reinheit;1;0;0;0;0;0;0;0;1;0
Reinigung;1;0;0;0;0;0;0;0;0;1
Reise;1;0;0;1;0;1;1;0;0;0
Reiseführer;1;0;0;0;0;0;0;0;0;1
Reizbarkeit;0;1;1;0;0;0;0;0;0;0
Reizung;0;1;1;0;1;0;0;1;0;0
Reißzähne;0;0;0;0;0;1;0;0;0;0
Rekombination;0;0;0;1;0;0;0;0;0;0
Rekruten;0;0;0;0;0;0;0;0;0;1
Religion;0;0;0;0;0;0;0;0;0;1
Relikte;0;0;0;0;0;0;0;1;0;0
Renegat;0;1;1;0;0;0;0;0;0;0
Renn weg;0;1;0;0;0;0;0;1;0;0
Renovierung;1;0;0;1;0;0;1;0;0;0
Reporter;1;0;0;0;0;0;0;0;0;1
Repressalie;0;1;1;0;0;1;0;1;0;0
Repression;0;1;0;0;0;1;0;0;0;0
Requiem;0;0;0;0;0;0;0;1;0;0
Resektion;0;0;0;0;0;1;0;0;0;0
Respekt;1;0;0;1;0;0;1;0;0;1
Respektlosigkeit;0;1;1;0;0;0;0;0;0;0
Ressourcen;1;0;0;0;0;0;1;0;0;1
Restitution;1;0;1;0;0;0;0;0;0;0
Rettung;1;0;0;1;0;0;1;0;1;1
Reue;0;1;0;0;0;0;0;1;0;0
Revolte;0;1;1;0;0;0;0;0;1;0
Revolution;1;1;1;1;0;1;0;1;1;0
Revolver;0;1;1;0;0;1;0;1;0;0
Rezession;0;1;1;0;1;1;0;1;0;0
Rheuma;0;1;1;0;0;1;0;1;0;0
Richtigkeit;1;0;0;1;0;0;1;0;1;1
Riese;0;0;0;0;0;1;0;0;0;0
Rinder-;0;1;0;0;1;0;0;0;0;0
Rinne;0;0;0;0;1;0;0;0;0;0
Risiko;0;1;0;1;0;1;0;0;0;0
Ritzel;0;1;0;0;0;1;0;0;0;0
Rivalität;0;1;1;0;0;0;0;0;0;0
Roadster;1;0;0;0;0;0;1;0;0;1
Romantik;1;0;0;1;0;1;1;1;1;1
Rota;1;0;0;0;0;0;0;0;0;1
Roulette;0;0;0;1;0;0;0;0;0;0
Routine;1;0;0;0;0;0;0;0;0;1
Ruck;0;0;0;0;0;0;0;0;1;0
Ruhe;1;0;0;0;0;0;1;0;0;1
Ruhepause;0;0;0;1;0;0;0;0;0;0
Ruhm;1;0;0;1;0;0;1;0;0;1
Ruhr;0;1;0;0;1;0;0;1;0;0
Ruine;0;1;0;0;0;1;0;1;0;0
Ruß;0;1;0;0;1;0;0;0;0;0
Rächer;0;1;1;0;0;0;0;0;0;0
Rätsel;0;0;0;0;0;0;0;0;1;0
Räuber;0;1;0;0;1;1;0;0;0;0
Rücken;1;1;1;0;0;0;0;0;0;0
Rückerstattung;1;0;0;0;0;0;0;0;0;1
Rückfall;0;1;0;0;0;1;0;1;0;0
Rückfälligkeit;0;1;1;0;1;0;0;1;0;0
Rückgrat;1;0;1;0;0;0;0;0;0;1
Rückschlag;0;1;0;0;0;0;0;1;0;0
Rückstau;0;1;0;0;0;0;0;1;0;0
Rücktritt;0;1;0;0;0;0;0;1;1;0
Rückzahlung;0;1;1;0;0;0;0;0;0;0
Rüstung;1;0;1;0;0;1;0;0;0;1
Rüstungen;0;1;0;0;0;1;0;0;0;0
Sabotage;0;1;1;0;1;1;0;1;1;0
Sachverstand;1;0;0;0;0;0;0;0;0;1
Sack;0;1;0;1;0;0;0;0;0;0
Saft;0;1;0;0;0;0;0;1;0;0
Sahne;1;0;0;1;0;0;1;0;1;0
Salbei;1;0;0;0;0;0;0;0;0;1
Saloon;0;0;1;0;0;0;0;0;0;0
Samurai;1;0;0;0;0;1;0;0;0;0
Sarg;0;1;0;0;0;1;0;1;0;0
Sarkasmus;0;1;1;0;1;0;0;1;0;0
Sarkom;0;1;0;0;0;1;0;1;0;0
Satz;0;1;1;1;1;1;0;1;0;1
Saugnapf;0;1;1;0;0;0;0;0;0;0
Schaden;0;1;0;0;0;1;0;0;0;0
Schaft;0;0;0;0;0;1;0;0;0;0
Schale;0;1;1;0;0;1;0;1;1;0
Schande;0;1;0;0;1;1;0;1;0;0
Scharmützel;0;1;1;0;0;0;0;0;0;0
Schatulle;0;1;0;0;0;1;0;1;0;0
Schatz;1;0;0;1;0;0;1;1;0;1
Schatzmeister;0;0;0;0;0;0;0;0;0;1
Schauer;0;1;1;1;0;1;0;1;0;0
Scheidung;0;1;1;0;1;1;0;1;1;1
Schein;0;1;1;0;1;0;0;0;0;0
Scheinwerfer;0;0;0;1;0;0;0;0;0;0
Scheisse;0;1;1;0;1;0;0;0;0;0
Schelte;0;1;1;0;0;0;0;0;0;0
Scherz;0;1;1;0;1;0;0;1;1;0
Schicksal;0;1;0;1;0;0;0;0;0;0
Schiedsrichter;1;0;0;0;0;0;0;0;0;1
Schiene;0;1;1;1;0;0;0;0;0;0
Schießen;0;1;1;0;0;1;0;0;0;0
Schießpulver;0;0;0;0;0;1;0;0;0;0
Schiff;0;0;0;1;0;0;0;0;0;0
Schiffswrack;0;1;0;0;0;1;0;1;0;0
Schikane;0;1;0;1;0;0;0;0;1;1
Schirmherrschaft;1;0;0;0;0;0;0;0;0;1
Schisma;0;1;1;0;0;0;0;0;0;0
Schizophrenie;0;1;1;0;1;1;0;1;0;0
Schlacht;0;1;1;0;0;0;0;0;0;0
Schlachten;0;1;1;0;1;1;0;1;1;0
Schlachtfeld;0;1;0;0;0;1;0;0;0;0
Schlachthof;0;1;1;0;1;1;0;1;0;0
Schlag;0;1;1;0;0;0;0;0;0;0
Schlaganfall;0;1;0;0;0;1;0;1;0;0
Schlamm;0;1;0;0;1;0;0;0;0;0
Schlampe;0;1;1;0;1;0;0;0;0;0
Schlange;0;1;0;0;1;1;0;0;0;0
Schlecht;0;1;1;0;1;1;0;1;0;0
Schlechtigkeit;0;1;1;0;1;1;0;0;0;0
Schleim;0;1;0;0;1;0;0;0;0;0
Schleudern;0;1;1;0;0;1;0;1;0;0
Schlichtung;1;0;0;1;0;0;1;0;0;1
Schließung;1;0;0;1;0;0;1;1;0;0
Schlinge;0;1;0;0;0;1;0;1;0;0
Schlingel;0;1;1;0;1;1;0;0;0;0
Schlucht;0;1;0;0;1;1;0;0;0;0
Schluck;0;0;0;0;0;1;0;0;1;0
Schläger;0;1;1;0;1;1;0;0;0;0
Schlägerei;0;1;1;0;1;1;0;0;0;0
Schlüpfer;0;0;0;0;0;0;0;0;0;1
Schmerz;0;1;0;0;0;0;0;1;0;0
Schmerzen;0;1;0;0;0;1;0;1;0;0
Schmied;0;0;0;0;0;0;0;0;0;1
Schmiere;0;1;0;0;1;0;0;0;0;0
Schmuggelware;0;1;1;0;1;1;0;0;0;0
Schmuggler;0;1;1;0;1;1;0;0;0;0
Schmutz;0;1;0;0;1;1;0;0;0;0
Schmährede;0;1;1;0;1;0;0;0;0;0
Schnauben;0;0;0;0;0;0;0;1;0;0
Schnauze;0;1;0;0;0;1;0;0;0;0
Schnecke;0;1;0;0;1;0;0;0;0;0
Schneiden;0;1;1;0;1;1;0;1;0;0
Schnelligkeit;1;0;0;0;0;0;0;0;1;0
Schnitzer;0;1;0;0;1;0;0;1;0;0
